from_code,to_code,count,flightdistance,flighttime,airline
MEM,CLT,2576,"512 miles / 823 km","1 hour, 14 minutes",<undefined>
MEM,CMH,1072,"518 miles / 833 km","1 hour, 15 minutes",<undefined>
MEM,COS,117,"854 miles / 1375 km","2 hours, 13 minutes",<undefined>
MEM,CVG,1225,"403 miles / 649 km","1 hour, 2 minutes",<undefined>
MEM,DCA,1043,"762 miles / 1226 km","1 hour, 40 minutes",<undefined>
MEM,DEN,1731,"872 miles / 1404 km","2 hours, 8 minutes",<undefined>
MEM,DFW,2458,"432 miles / 695 km","1 hour, 9 minutes",<undefined>
MEM,DSM,813,"490 miles / 789 km","1 hour, 14 minutes",<undefined>
MEM,DTW,2205,"610 miles / 982 km","1 hour, 26 minutes",<undefined>
MEM,EVV,904,"247 miles / 398 km","1 hour",<undefined>
MEM,EWR,1170,"946 miles / 1522 km","2 hours, 11 minutes",<undefined>
MEM,FLL,479,"851 miles / 1369 km","1 hour, 54 minutes",<undefined>
MEM,FSM,479,"249 miles / 401 km","43 minutes",<undefined>
MEM,GPT,1088,"324 miles / 521 km","50 minutes",<undefined>
MEM,GRR,362,"591 miles / 952 km","1 hour, 20 minutes",<undefined>
MEM,GSO,1043,"570 miles / 917 km","1 hour, 38 minutes",<undefined>
MEM,GSP,1088,"440 miles / 708 km","1 hour, 23 minutes",<undefined>
MEM,HSV,1083,"184 miles / 296 km","31 minutes",<undefined>
MEM,IAH,3079,"468 miles / 754 km","1 hour, 20 minutes",<undefined>
MEM,ICT,1093,"453 miles / 729 km","1 hour, 14 minutes",<undefined>
MEM,IND,1058,"381 miles / 613 km","59 minutes",<undefined>
MEM,JAN,1082,"188 miles / 303 km","34 minutes",<undefined>
MEM,JAX,871,"575 miles / 926 km","1 hour, 18 minutes",<undefined>
MEM,LAS,372,"1,416 miles / 2279 km","3 hours, 12 minutes",<undefined>
MEM,LAX,1095,"1,619 miles / 2605 km","3 hours, 34 minutes",<undefined>
MEM,LEX,252,"363 miles / 584 km","1 hour, 14 minutes",<undefined>
MEM,LGA,1608,"963 miles / 1549 km","2 hours, 7 minutes",<undefined>
MEM,LIT,886,"130 miles / 208 km","27 minutes",<undefined>
MEM,MCI,981,"393 miles / 632 km","1 hour, 4 minutes",<undefined>
MEM,MCO,1432,"684 miles / 1100 km","1 hour, 33 minutes",<undefined>
MEM,MGM,1091,"280 miles / 450 km","1 hour, 4 minutes",<undefined>
MEM,MIA,785,"860 miles / 1383 km","1 hour, 58 minutes",<undefined>
MEM,MKE,744,"556 miles / 896 km","1 hour, 23 minutes",<undefined>
MEM,MLI,668,"443 miles / 712 km","1 hour, 23 minutes",<undefined>
MEM,MOB,1094,"316 miles / 509 km","50 minutes",<undefined>
MEM,MSN,359,"560 miles / 901 km","1 hour, 37 minutes",<undefined>
MEM,MSP,2845,"700 miles / 1127 km","1 hour, 40 minutes",<undefined>
MEM,MSY,1004,"348 miles / 561 km","54 minutes",<undefined>
MEM,OKC,940,"432 miles / 695 km","1 hour, 8 minutes",<undefined>
MEM,OMA,749,"538 miles / 866 km","1 hour, 23 minutes",<undefined>
MEM,ORD,3769,"491 miles / 791 km","1 hour, 23 minutes",<undefined>
MEM,ORF,241,"782 miles / 1258 km","2 hours, 4 minutes",<undefined>
MEM,PFN,1095,"416 miles / 670 km","1 hour, 20 minutes",<undefined>
MEM,PHL,1039,"874 miles / 1407 km","1 hour, 51 minutes",<undefined>
MEM,PHX,817,"1,264 miles / 2034 km","2 hours, 54 minutes",<undefined>
MEM,PIT,1002,"652 miles / 1049 km","1 hour, 28 minutes",<undefined>
MEM,PNS,1097,"354 miles / 570 km","57 minutes",<undefined>
MEM,RDU,1062,"633 miles / 1019 km","1 hour, 28 minutes",<undefined>
MEM,RIC,292,"726 miles / 1168 km","1 hour, 57 minutes",<undefined>
MEM,RSW,58,"763 miles / 1227 km","1 hour, 39 minutes",<undefined>
MEM,SAN,109,"1,567 miles / 2523 km","3 hours, 38 minutes",<undefined>
MEM,SAT,831,"625 miles / 1007 km","1 hour, 38 minutes",<undefined>
MEM,SAV,765,"544 miles / 876 km","1 hour, 35 minutes",<undefined>
MEM,SDF,786,"320 miles / 514 km","53 minutes",<undefined>
MEM,SEA,349,"1,871 miles / 3010 km","4 hours, 12 minutes",<undefined>
MEM,SFO,208,"1,807 miles / 2909 km","3 hours, 50 minutes",<undefined>
MEM,SGF,1080,"244 miles / 392 km","43 minutes",<undefined>
MEM,SHV,1094,"285 miles / 458 km","48 minutes",<undefined>
MEM,SJU,26,"1,863 miles / 2997 km","4 hours, 14 minutes",<undefined>
MEM,STL,1049,"256 miles / 412 km","46 minutes",<undefined>
MEM,TLH,1094,"458 miles / 738 km","1 hour, 25 minutes",<undefined>
MEM,TPA,861,"655 miles / 1055 km","1 hour, 28 minutes",<undefined>
MEM,TRI,44,"437 miles / 702 km","1 hour, 22 minutes",<undefined>
MEM,TUL,1094,"342 miles / 551 km","56 minutes",<undefined>
MEM,TYS,1096,"342 miles / 550 km","50 minutes",<undefined>
MEM,VPS,1045,"371 miles / 598 km","1 hour, 15 minutes",<undefined>
MEM,XNA,1041,"258 miles / 415 km","44 minutes",<undefined>
MFE,ATL,10,"974 miles / 1567 km","1 hour, 58 minutes",<undefined>
MFE,DFW,1441,"469 miles / 754 km","1 hour, 13 minutes",<undefined>
MFE,IAH,2665,"316 miles / 509 km","54 minutes",<undefined>
MFR,DEN,365,"964 miles / 1551 km","2 hours, 8 minutes",<undefined>
MFR,LAS,139,"600 miles / 965 km","1 hour, 42 minutes",<undefined>
MFR,MOD,1,"343 miles / 552 km","1 hour, 11 minutes",<undefined>
MFR,OTH,1,"100 miles / 161 km","42 minutes",<undefined>
MFR,PDX,1543,"222 miles / 358 km","57 minutes",<undefined>
MFR,PHX,304,"854 miles / 1375 km","2 hours, 13 minutes",<undefined>
MFR,RDD,1,"132 miles / 213 km","46 minutes",<undefined>
MFR,RDM,1,"156 miles / 251 km","49 minutes",<undefined>
MFR,SBA,1,"572 miles / 921 km","1 hour, 39 minutes",<undefined>
MFR,SFO,2571,"329 miles / 530 km","1 hour, 17 minutes",<undefined>
MFR,SLC,724,"574 miles / 925 km","1 hour, 22 minutes",<undefined>
MFR,TWF,1,"429 miles / 690 km","1 hour, 21 minutes",<undefined>
MGM,ATL,2514,"147 miles / 236 km","31 minutes",<undefined>
MGM,IAH,246,"553 miles / 891 km","1 hour, 36 minutes",<undefined>
MGM,MEM,1091,"280 miles / 450 km","1 hour, 4 minutes",<undefined>
MHT,ATL,696,"951 miles / 1531 km","2 hours, 25 minutes",<undefined>
MHT,BWI,3628,"376 miles / 605 km","1 hour, 12 minutes",<undefined>
MHT,CLE,1212,"545 miles / 876 km","1 hour, 28 minutes",<undefined>
MHT,CLT,723,"737 miles / 1186 km","1 hour, 58 minutes",<undefined>
MHT,CVG,777,"740 miles / 1191 km","1 hour, 59 minutes",<undefined>
MHT,DCA,288,"406 miles / 654 km","1 hour, 19 minutes",<undefined>
MHT,DTW,846,"610 miles / 981 km","1 hour, 37 minutes",<undefined>
MHT,EWR,1353,"209 miles / 337 km","53 minutes",<undefined>
MHT,FLL,246,"1,262 miles / 2031 km","3 hours, 3 minutes",<undefined>
MHT,IAD,584,"417 miles / 671 km","1 hour, 21 minutes",<undefined>
MHT,LAS,366,"2,356 miles / 3792 km","5 hours, 18 minutes",<undefined>
MHT,MCO,1605,"1,142 miles / 1837 km","2 hours, 46 minutes",<undefined>
MHT,MDW,1643,"838 miles / 1348 km","2 hours, 7 minutes",<undefined>
MHT,ORD,1145,"843 miles / 1357 km","2 hours, 9 minutes",<undefined>
MHT,PHL,2365,"289 miles / 466 km","1 hour, 10 minutes",<undefined>
MHT,PHX,365,"2,280 miles / 3669 km","5 hours, 4 minutes",<undefined>
MHT,TPA,742,"1,204 miles / 1937 km","2 hours, 54 minutes",<undefined>
MIA,ATL,6623,"595 miles / 957 km","1 hour, 28 minutes",American Airlines
MIA,BDL,366,"1,194 miles / 1922 km","2 hours, 34 minutes",American Airlines
MIA,BNA,731,"806 miles / 1298 km","1 hour, 57 minutes",American Airlines
MIA,BOS,2193,"1,258 miles / 2024 km","2 hours, 43 minutes",<undefined>
MIA,BWI,929,"946 miles / 1522 km","2 hours, 7 minutes",American Airlines
MIA,CLE,399,"1,080 miles / 1738 km","2 hours, 32 minutes",American Airlines
MIA,CLT,2970,"650 miles / 1046 km","1 hour, 40 minutes",<undefined>
MIA,CMH,470,"990 miles / 1593 km","2 hours, 18 minutes",American Airlines
MIA,CVG,1045,"948 miles / 1526 km","2 hours, 14 minutes",American Airlines
MIA,DCA,2982,"919 miles / 1479 km","2 hours, 4 minutes",<undefined>
MIA,DEN,809,"1,709 miles / 2750 km","3 hours, 52 minutes",<undefined>
MIA,DFW,3346,"1,121 miles / 1805 km","2 hours, 39 minutes",<undefined>
MIA,DTW,1228,"1,145 miles / 1842 km","2 hours, 35 minutes",American Airlines
MIA,EGE,43,"1,811 miles / 2914 km","4 hours, 14 minutes",<undefined>
MIA,EWR,2873,"1,085 miles / 1746 km","2 hours, 29 minutes",American Airlines
MIA,GSO,519,"710 miles / 1143 km","1 hour, 45 minutes",American Airlines
MIA,IAD,574,"922 miles / 1483 km","2 hours, 4 minutes",<undefined>
MIA,IAH,2734,"964 miles / 1552 km","2 hours, 20 minutes",American Airlines
MIA,IND,211,"1,021 miles / 1642 km","2 hours, 28 minutes",American Airlines
MIA,JAX,217,"334 miles / 538 km","56 minutes",American Airlines
MIA,JFK,2743,"1,090 miles / 1754 km","2 hours, 23 minutes",<undefined>
MIA,LAS,787,"2,175 miles / 3500 km","4 hours, 48 minutes",American Airlines
MIA,LAX,2494,"2,342 miles / 3769 km","5 hours, 4 minutes",<undefined>
MIA,LGA,3587,"1,096 miles / 1764 km","2 hours, 28 minutes",<undefined>
MIA,MCI,65,"1,252 miles / 2014 km","3 hours",American Airlines
MIA,MCO,2195,"192 miles / 309 km","38 minutes",American Airlines
MIA,MDW,133,"1,182 miles / 1902 km","2 hours, 52 minutes",<undefined>
MIA,MEM,785,"860 miles / 1383 km","2 hours, 7 minutes",American Airlines
MIA,MSP,907,"1,501 miles / 2415 km","3 hours, 21 minutes",American Airlines
MIA,MSY,1098,"675 miles / 1086 km","1 hour, 39 minutes",American Airlines
MIA,ORD,3343,"1,197 miles / 1927 km","2 hours, 44 minutes",American Airlines
MIA,ORF,152,"802 miles / 1290 km","1 hour, 58 minutes",American Airlines
MIA,PHL,2203,"1,013 miles / 1630 km","2 hours, 19 minutes",American Airlines
MIA,PHX,366,"1,972 miles / 3174 km","4 hours, 29 minutes",American Airlines
MIA,PIT,174,"1,013 miles / 1630 km","2 hours, 22 minutes",American Airlines
MIA,RDU,1098,"700 miles / 1127 km","1 hour, 41 minutes",American Airlines
MIA,RIC,151,"825 miles / 1328 km","1 hour, 58 minutes",American Airlines
MIA,SDF,365,"911 miles / 1466 km","2 hours, 13 minutes",American Airlines
MIA,SEA,366,"2,724 miles / 4384 km","5 hours, 58 minutes",American Airlines
MIA,SFO,1097,"2,585 miles / 4161 km","5 hours, 38 minutes",American Airlines
MIA,SJU,2559,"1,045 miles / 1682 km","2 hours, 7 minutes",American Airlines
MIA,STL,732,"1,068 miles / 1719 km","2 hours, 24 minutes",American Airlines
MIA,STT,732,"1,107 miles / 1781 km","2 hours, 13 minutes",American Airlines
MIA,STX,349,"1,139 miles / 1833 km","2 hours, 17 minutes",American Airlines
MIA,TLH,832,"402 miles / 647 km","1 hour, 4 minutes",American Airlines
MIA,TPA,1829,"204 miles / 329 km","39 minutes",American Airlines
MIA,XNA,154,"1,099 miles / 1769 km","2 hours, 42 minutes",American Airlines
MKE,ABE,1,"662 miles / 1065 km","1 hour, 49 minutes",<undefined>
MKE,ATL,3606,"669 miles / 1077 km","1 hour, 35 minutes",<undefined>
MKE,ATW,1030,"96 miles / 154 km","41 minutes",<undefined>
MKE,AVP,1,"635 miles / 1022 km","1 hour, 46 minutes",<undefined>
MKE,BDL,539,"780 miles / 1255 km","2 hours, 4 minutes",<undefined>
MKE,BHM,1,"650 miles / 1047 km","1 hour, 48 minutes",<undefined>
MKE,BNA,771,"475 miles / 764 km","1 hour, 27 minutes",<undefined>
MKE,BOS,208,"860 miles / 1384 km","1 hour, 48 minutes",<undefined>
MKE,BWI,1293,"641 miles / 1032 km","1 hour, 31 minutes",<undefined>
MKE,CLE,2226,"328 miles / 528 km","52 minutes",<undefined>
MKE,CLT,245,"651 miles / 1048 km","1 hour, 48 minutes",<undefined>
MKE,CMH,1054,"330 miles / 532 km","1 hour, 10 minutes",<undefined>
MKE,CVG,840,"318 miles / 511 km","56 minutes",<undefined>
MKE,CWA,285,"154 miles / 248 km","48 minutes",<undefined>
MKE,DAY,608,"284 miles / 457 km","1 hour, 4 minutes",<undefined>
MKE,DCA,122,"634 miles / 1021 km","1 hour, 28 minutes",<undefined>
MKE,DEN,1449,"896 miles / 1441 km","2 hours, 10 minutes",<undefined>
MKE,DFW,747,"853 miles / 1373 km","2 hours, 10 minutes",<undefined>
MKE,DSM,723,"311 miles / 501 km","51 minutes",<undefined>
MKE,DTW,1905,"237 miles / 382 km","45 minutes",<undefined>
MKE,EWR,2524,"725 miles / 1166 km","1 hour, 46 minutes",<undefined>
MKE,FAR,1,"516 miles / 830 km","1 hour, 32 minutes",<undefined>
MKE,FLL,43,"1,243 miles / 2001 km","2 hours, 44 minutes",<undefined>
MKE,FNT,839,"211 miles / 339 km","55 minutes",<undefined>
MKE,GRB,774,"107 miles / 172 km","43 minutes",<undefined>
MKE,GRR,1244,"120 miles / 194 km","44 minutes",<undefined>
MKE,IAH,1671,"984 miles / 1584 km","2 hours, 27 minutes",<undefined>
MKE,IND,738,"238 miles / 383 km","59 minutes",<undefined>
MKE,LAS,531,"1,523 miles / 2452 km","3 hours, 27 minutes",<undefined>
MKE,LAX,355,"1,756 miles / 2825 km","3 hours, 55 minutes",<undefined>
MKE,LGA,590,"738 miles / 1188 km","1 hour, 43 minutes",<undefined>
MKE,MCI,2,"435 miles / 701 km","1 hour, 10 minutes",<undefined>
MKE,MCO,830,"1,067 miles / 1716 km","2 hours, 19 minutes",<undefined>
MKE,MEM,734,"556 miles / 896 km","1 hour, 30 minutes",<undefined>
MKE,MKG,264,"86 miles / 138 km","40 minutes",<undefined>
MKE,MQT,357,"237 miles / 381 km","58 minutes",<undefined>
MKE,MSN,1294,"74 miles / 119 km","39 minutes",<undefined>
MKE,MSP,3464,"297 miles / 478 km","52 minutes",<undefined>
MKE,OMA,703,"426 miles / 685 km","1 hour, 21 minutes",<undefined>
MKE,ORD,3541,"67 miles / 108 km","21 minutes",<undefined>
MKE,PHL,775,"690 miles / 1111 km","1 hour, 53 minutes",<undefined>
MKE,PHX,867,"1,460 miles / 2350 km","3 hours, 21 minutes",Southwest Airlines
MKE,PIT,1082,"431 miles / 694 km","1 hour, 22 minutes",<undefined>
MKE,RDU,490,"689 miles / 1109 km","1 hour, 53 minutes",<undefined>
MKE,RSW,226,"1,183 miles / 1904 km","2 hours, 32 minutes",Southwest Airlines
MKE,SAN,106,"1,738 miles / 2798 km","3 hours, 59 minutes",<undefined>
MKE,SDF,258,"348 miles / 561 km","1 hour, 12 minutes",<undefined>
MKE,SEA,122,"1,694 miles / 2726 km","3 hours, 53 minutes",<undefined>
MKE,SFO,115,"1,845 miles / 2969 km","4 hours, 10 minutes",<undefined>
MKE,SLC,6,"1,247 miles / 2007 km","3 hours",<undefined>
MKE,STL,320,"317 miles / 510 km","56 minutes",Southwest Airlines
MKE,TPA,178,"1,075 miles / 1730 km","2 hours, 20 minutes",Southwest Airlines
MKE,TUS,2,"1,462 miles / 2353 km","3 hours, 25 minutes",<undefined>
MKG,FNT,109,"127 miles / 204 km","45 minutes",<undefined>
MKG,MKE,263,"86 miles / 138 km","40 minutes",<undefined>
MLB,ATL,2000,"443 miles / 712 km","1 hour, 9 minutes",<undefined>
MLB,LGA,2,"954 miles / 1536 km","2 hours, 25 minutes",<undefined>
MLI,ATL,2592,"633 miles / 1019 km","1 hour, 29 minutes",<undefined>
MLI,DEN,719,"752 miles / 1210 km","1 hour, 54 minutes",<undefined>
MLI,DFW,587,"691 miles / 1111 km","1 hour, 45 minutes",<undefined>
MLI,DTW,755,"373 miles / 600 km","1 hour, 6 minutes",<undefined>
MLI,LAS,51,"1,376 miles / 2215 km","3 hours, 15 minutes",<undefined>
MLI,MCO,172,"1,037 miles / 1669 km","2 hours, 12 minutes",<undefined>
MLI,MEM,669,"443 miles / 712 km","1 hour, 23 minutes",<undefined>
MLI,MSP,442,"274 miles / 441 km","51 minutes",<undefined>
MLI,ORD,2580,"139 miles / 224 km","32 minutes",<undefined>
MLU,ATL,983,"448 miles / 721 km","1 hour, 8 minutes",<undefined>
MLU,DFW,966,"293 miles / 471 km","53 minutes",<undefined>
MLU,IAH,581,"262 miles / 421 km","47 minutes",<undefined>
MOB,ATL,2225,"302 miles / 486 km","50 minutes",<undefined>
MOB,DFW,1399,"539 miles / 868 km","1 hour, 28 minutes",<undefined>
MOB,IAH,1420,"427 miles / 687 km","1 hour, 12 minutes",<undefined>
MOB,MEM,1094,"316 miles / 509 km","59 minutes",<undefined>
MOB,ORD,210,"778 miles / 1253 km","2 hours, 3 minutes",<undefined>
MOD,BFL,1,"184 miles / 297 km","52 minutes",<undefined>
MOD,LAX,679,"291 miles / 469 km","1 hour, 5 minutes",<undefined>
MOD,ONT,1,"310 miles / 499 km","1 hour, 7 minutes",<undefined>
MOD,RNO,1,"144 miles / 232 km","47 minutes",<undefined>
MOD,SFO,1643,"78 miles / 126 km","21 minutes",<undefined>
MOT,MSP,1085,"449 miles / 722 km","1 hour, 6 minutes",<undefined>
MQT,GRB,322,"134 miles / 216 km","46 minutes",<undefined>
MQT,MKE,356,"237 miles / 381 km","58 minutes",<undefined>
MQT,ORD,313,"303 miles / 488 km","55 minutes",<undefined>
MRY,DEN,365,"959 miles / 1544 km","2 hours, 8 minutes",<undefined>
MRY,LAS,14,"375 miles / 603 km","1 hour, 15 minutes",<undefined>
MRY,LAX,2758,"266 miles / 429 km","48 minutes",<undefined>
MRY,LGB,435,"283 miles / 455 km","1 hour, 4 minutes",<undefined>
MRY,ONT,246,"296 miles / 477 km","1 hour, 6 minutes",<undefined>
MRY,PHX,910,"598 miles / 963 km","1 hour, 28 minutes",<undefined>
MRY,SAN,445,"375 miles / 604 km","1 hour, 15 minutes",<undefined>
MRY,SFO,2428,"77 miles / 124 km","22 minutes",<undefined>
MRY,SLC,6,"606 miles / 976 km","1 hour, 43 minutes",<undefined>
MSN,ATL,384,"707 miles / 1138 km","1 hour, 39 minutes",<undefined>
MSN,ATW,1,"87 miles / 141 km","40 minutes",<undefined>
MSN,CLE,317,"402 miles / 647 km","1 hour",<undefined>
MSN,CVG,259,"373 miles / 600 km","58 minutes",<undefined>
MSN,DCA,287,"707 miles / 1138 km","1 hour, 32 minutes",<undefined>
MSN,DEN,943,"826 miles / 1330 km","2 hours, 2 minutes",<undefined>
MSN,DFW,947,"821 miles / 1321 km","2 hours, 3 minutes",<undefined>
MSN,DSM,1,"248 miles / 399 km","1 hour",<undefined>
MSN,DTW,1603,"311 miles / 501 km","52 minutes",<undefined>
MSN,EWR,313,"799 miles / 1285 km","1 hour, 46 minutes",<undefined>
MSN,LGA,622,"812 miles / 1307 km","1 hour, 49 minutes",<undefined>
MSN,MCI,249,"386 miles / 621 km","1 hour, 16 minutes",<undefined>
MSN,MEM,359,"560 miles / 901 km","1 hour, 37 minutes",<undefined>
MSN,MKE,1293,"74 miles / 119 km","39 minutes",<undefined>
MSN,MSP,1439,"228 miles / 367 km","46 minutes",<undefined>
MSN,ORD,4943,"108 miles / 175 km","27 minutes",<undefined>
MSN,RFD,1,"66 miles / 107 km","38 minutes",<undefined>
MSO,DEN,1107,"679 miles / 1093 km","1 hour, 35 minutes",<undefined>
MSO,MSP,189,"1,013 miles / 1630 km","2 hours, 5 minutes",<undefined>
MSO,ORD,105,"1,332 miles / 2144 km","2 hours, 43 minutes",<undefined>
MSO,PIH,2,"286 miles / 461 km","1 hour, 4 minutes",<undefined>
MSO,SFO,12,"769 miles / 1237 km","2 hours, 1 minute",<undefined>
MSO,SLC,1841,"436 miles / 702 km","1 hour, 7 minutes",<undefined>
MSP,ABQ,677,"981 miles / 1578 km","2 hours, 13 minutes",<undefined>
MSP,ALB,57,"979 miles / 1576 km","1 hour, 54 minutes",<undefined>
MSP,ALO,323,"166 miles / 267 km","50 minutes",<undefined>
MSP,ANC,826,"2,518 miles / 4052 km","5 hours, 22 minutes",Delta Air Lines
MSP,ATL,5369,"906 miles / 1459 km","1 hour, 59 minutes",<undefined>
MSP,ATW,89,"236 miles / 380 km","41 minutes",Delta Air Lines
MSP,AUS,54,"1,042 miles / 1676 km","2 hours, 13 minutes",Delta Air Lines
MSP,AVL,364,"861 miles / 1386 km","2 hours, 13 minutes",<undefined>
MSP,AZO,246,"426 miles / 685 km","1 hour, 1 minute",Delta Air Lines
MSP,BDL,933,"1,050 miles / 1690 km","2 hours, 8 minutes",Delta Air Lines
MSP,BGR,11,"1,194 miles / 1921 km","2 hours, 53 minutes",<undefined>
MSP,BIL,820,"748 miles / 1203 km","1 hour, 46 minutes",Delta Air Lines
MSP,BIS,1052,"386 miles / 621 km","1 hour, 4 minutes",Delta Air Lines
MSP,BJI,74,"199 miles / 321 km","37 minutes",Delta Air Lines
MSP,BNA,781,"695 miles / 1118 km","1 hour, 38 minutes",Delta Air Lines
MSP,BOI,807,"1,142 miles / 1838 km","2 hours, 38 minutes",Delta Air Lines
MSP,BOS,1563,"1,124 miles / 1808 km","2 hours, 17 minutes",<undefined>
MSP,BTV,75,"987 miles / 1588 km","2 hours, 28 minutes",<undefined>
MSP,BUF,229,"734 miles / 1182 km","1 hour, 34 minutes",<undefined>
MSP,BWI,1017,"936 miles / 1506 km","1 hour, 59 minutes",Delta Air Lines
MSP,BZN,878,"874 miles / 1406 km","2 hours, 6 minutes",Delta Air Lines
MSP,CHS,27,"1,087 miles / 1750 km","2 hours, 40 minutes",<undefined>
MSP,CID,412,"220 miles / 355 km","38 minutes",Delta Air Lines
MSP,CLE,1876,"622 miles / 1001 km","1 hour, 24 minutes",<undefined>
MSP,CLT,1814,"930 miles / 1497 km","1 hour, 59 minutes",Delta Air Lines
MSP,CMH,1076,"626 miles / 1007 km","1 hour, 24 minutes",Delta Air Lines
MSP,CMX,318,"277 miles / 446 km","1 hour, 3 minutes",<undefined>
MSP,COS,449,"725 miles / 1166 km","1 hour, 44 minutes",<undefined>
MSP,CPR,31,"674 miles / 1085 km","1 hour, 51 minutes",<undefined>
MSP,CVG,1760,"596 miles / 960 km","1 hour, 25 minutes",<undefined>
MSP,CWA,13,"175 miles / 281 km","32 minutes",Delta Air Lines
MSP,DAY,692,"574 miles / 924 km","1 hour, 20 minutes",Delta Air Lines
MSP,DCA,2194,"930 miles / 1497 km","1 hour, 58 minutes",Delta Air Lines
MSP,DEN,5374,"680 miles / 1095 km","1 hour, 39 minutes",Delta Air Lines
MSP,DFW,2851,"852 miles / 1371 km","2 hours, 1 minute",Delta Air Lines
MSP,DLH,1290,"144 miles / 232 km","28 minutes",Delta Air Lines
MSP,DSM,929,"232 miles / 374 km","41 minutes",Delta Air Lines
MSP,DTW,5459,"528 miles / 850 km","1 hour, 14 minutes",<undefined>
MSP,EGE,112,"788 miles / 1269 km","1 hour, 55 minutes",<undefined>
MSP,EWR,3144,"1,008 miles / 1622 km","2 hours, 12 minutes",Delta Air Lines
MSP,FAI,205,"2,466 miles / 3969 km","5 hours, 11 minutes",<undefined>
MSP,FAR,1744,"223 miles / 359 km","41 minutes",Delta Air Lines
MSP,FCA,209,"1,026 miles / 1651 km","2 hours, 25 minutes",Delta Air Lines
MSP,FLL,475,"1,487 miles / 2394 km","3 hours, 7 minutes",Delta Air Lines
MSP,FNT,355,"491 miles / 790 km","1 hour, 9 minutes",<undefined>
MSP,FSD,1925,"196 miles / 316 km","36 minutes",Delta Air Lines
MSP,FWA,242,"488 miles / 785 km","1 hour, 10 minutes",Delta Air Lines
MSP,GEG,826,"1,175 miles / 1891 km","2 hours, 41 minutes",Delta Air Lines
MSP,GFK,1371,"284 miles / 457 km","52 minutes",Delta Air Lines
